T24,CO2 emission estimates,,,,,
686,Senegal,2017,Emissions per capita (metric tons of carbon dioxide),0.5240,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,1995,Emissions (thousand metric tons of carbon dioxide),44548.8870,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2005,Emissions (thousand metric tons of carbon dioxide),50320.0150,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2010,Emissions (thousand metric tons of carbon dioxide),45610.1900,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2015,Emissions (thousand metric tons of carbon dioxide),44459.9550,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2016,Emissions (thousand metric tons of carbon dioxide),45474.3630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2017,Emissions (thousand metric tons of carbon dioxide),46129.5690,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,1995,Emissions per capita (metric tons of carbon dioxide),4.3390,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2005,Emissions per capita (metric tons of carbon dioxide),6.7630,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2010,Emissions per capita (metric tons of carbon dioxide),6.2560,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2015,Emissions per capita (metric tons of carbon dioxide),6.2660,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2016,Emissions per capita (metric tons of carbon dioxide),6.4430,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
688,Serbia,2017,Emissions per capita (metric tons of carbon dioxide),6.5690,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,1975,Emissions (thousand metric tons of carbon dioxide),8439.7350,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,1985,Emissions (thousand metric tons of carbon dioxide),16604.5370,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,1995,Emissions (thousand metric tons of carbon dioxide),37581.8590,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2005,Emissions (thousand metric tons of carbon dioxide),36901.3530,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2010,Emissions (thousand metric tons of carbon dioxide),42413.6160,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2015,Emissions (thousand metric tons of carbon dioxide),45496.0100,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2016,Emissions (thousand metric tons of carbon dioxide),46065.2340,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2017,Emissions (thousand metric tons of carbon dioxide),47407.1440,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,1975,Emissions per capita (metric tons of carbon dioxide),3.7290,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,1985,Emissions per capita (metric tons of carbon dioxide),6.0690,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,1995,Emissions per capita (metric tons of carbon dioxide),10.6620,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2005,Emissions per capita (metric tons of carbon dioxide),8.6500,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2010,Emissions per capita (metric tons of carbon dioxide),8.3540,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2015,Emissions per capita (metric tons of carbon dioxide),8.2200,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2016,Emissions per capita (metric tons of carbon dioxide),8.2160,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
702,Singapore,2017,Emissions per capita (metric tons of carbon dioxide),8.4470,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,1975,Emissions (thousand metric tons of carbon dioxide),43153.6990,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,1985,Emissions (thousand metric tons of carbon dioxide),54413.3040,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,1995,Emissions (thousand metric tons of carbon dioxide),41215.6290,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2005,Emissions (thousand metric tons of carbon dioxide),37262.2530,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2010,Emissions (thousand metric tons of carbon dioxide),34572.2790,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2015,Emissions (thousand metric tons of carbon dioxide),29444.7190,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2016,Emissions (thousand metric tons of carbon dioxide),30159.7060,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2017,Emissions (thousand metric tons of carbon dioxide),32212.0120,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,1975,Emissions per capita (metric tons of carbon dioxide),9.1080,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,1985,Emissions per capita (metric tons of carbon dioxide),10.5430,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,1995,Emissions per capita (metric tons of carbon dioxide),7.6850,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2005,Emissions per capita (metric tons of carbon dioxide),6.9170,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2010,Emissions per capita (metric tons of carbon dioxide),6.3670,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2015,Emissions per capita (metric tons of carbon dioxide),5.4310,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2016,Emissions per capita (metric tons of carbon dioxide),5.5530,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
703,Slovakia,2017,Emissions per capita (metric tons of carbon dioxide),5.9240,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,1995,Emissions (thousand metric tons of carbon dioxide),14063.9110,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2005,Emissions (thousand metric tons of carbon dioxide),15443.0580,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2010,Emissions (thousand metric tons of carbon dioxide),15446.9550,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2015,Emissions (thousand metric tons of carbon dioxide),12805.1320,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2016,Emissions (thousand metric tons of carbon dioxide),13585.6280,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2017,Emissions (thousand metric tons of carbon dioxide),13410.6660,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,1995,Emissions per capita (metric tons of carbon dioxide),7.0710,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2005,Emissions per capita (metric tons of carbon dioxide),7.7180,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2010,Emissions per capita (metric tons of carbon dioxide),7.5390,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2015,Emissions per capita (metric tons of carbon dioxide),6.2070,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2016,Emissions per capita (metric tons of carbon dioxide),6.5790,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
705,Slovenia,2017,Emissions per capita (metric tons of carbon dioxide),6.4910,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
710,South Africa,1975,Emissions (thousand metric tons of carbon dioxide),202998.9510,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
710,South Africa,1985,Emissions (thousand metric tons of carbon dioxide),222952.7180,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
710,South Africa,1995,Emissions (thousand metric tons of carbon dioxide),259773.4740,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
710,South Africa,2005,Emissions (thousand metric tons of carbon dioxide),372313.6340,,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020."
